SERIES.MATCH,EVENT,MATCH,ROUND,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE
211,USA7s,31,Cup,1,1,AUS,NZL,Restart,3,3,Kicked to touch,,
211,USA7s,31,Cup,1,2,NZL,AUS,Line out,7,14,TRY,Line out: touch kick,TRY: converted
211,USA7s,31,Cup,1,3,AUS,NZL,Restart,3,3,Kick,,
211,USA7s,31,Cup,1,4,NZL,AUS,Kick,4,9,Counter ruck,,
211,USA7s,31,Cup,1,5,AUS,NZL,Counter ruck,7,7,HE,,HE: knock on
211,USA7s,31,Cup,1,6,NZL,AUS,Scrum,9,15,HE,Scrum: knock on,HE: knock on
211,USA7s,31,Cup,1,7,AUS,NZL,Scrum,1,2,Kick,Scrum: knock on,
211,USA7s,31,Cup,1,8,NZL,AUS,Kick,9,13,TRY,,TRY: converted
211,USA7s,31,Cup,1,9,AUS,NZL,Restart,3,3,Kick,,
211,USA7s,31,Cup,1,10,NZL,AUS,Kick,4,1,HE,,HE: lost fwd in tackle
211,USA7s,31,Cup,2,11,NZL,AUS,Restart,5,13,TRY,,TRY: converted
211,USA7s,31,Cup,2,12,AUS,NZL,Restart,3,2,PEN,,PEN: bc not releasing
211,USA7s,31,Cup,2,13,NZL,AUS,PK,14,15,TRY,PK: bc not releasing,TRY: converted
211,USA7s,31,Cup,2,14,AUS,NZL,Restart,3,2,HE,,HE: knock on
211,USA7s,31,Cup,2,15,NZL,AUS,Scrum,14,15,HE,Scrum: knock on,HE: knock on
211,USA7s,31,Cup,2,16,AUS,NZL,Scrum,1,2,Kick,Scrum: knock on,Kick: touch kick missed
211,USA7s,31,Cup,2,17,NZL,AUS,Kick,4,7,Intercepted,,
211,USA7s,31,Cup,2,18,AUS,NZL,Intercept,9,14,TRY,,TRY: converted
211,USA7s,31,Cup,2,19,NZL,AUS,Restart,4,4,Kicked to touch,,Kick: touch kick to end half
212,USA7s,32,Cup,1,1,CAN,USA,Restart,5,8,Poached,,
212,USA7s,32,Cup,1,2,USA,CAN,Poach,8,13,TRY,,
212,USA7s,32,Cup,1,3,USA,CAN,Reclaim,11,13,TRY,,
212,USA7s,32,Cup,1,4,USA,CAN,Reclaim,11,13,TRY,,
212,USA7s,32,Cup,1,5,CAN,USA,Restart,4,2,HE,,HE: knock on
212,USA7s,32,Cup,1,6,USA,CAN,Scrum,14,12,Maul,Scrum: knock on,Maul: held up
212,USA7s,32,Cup,1,7,CAN,USA,Scrum,4,4,HE,Scrum: maul held up,HE: knock on
212,USA7s,32,Cup,2,8,USA,CAN,Scrum,5,6,Tackled to touch,Scrum: restart knocked by kicking team,
212,USA7s,32,Cup,2,9,CAN,USA,Line out,10,13,Tackled to touch,Line out: tackled to touch,
212,USA7s,32,Cup,2,10,USA,CAN,Line out,3,2,Kick,Line out: tackled to touch,
212,USA7s,32,Cup,2,11,CAN,USA,Kick,6,5,Intercepted,,
212,USA7s,32,Cup,2,12,USA,CAN,Intercept,11,13,TRY,,
212,USA7s,32,Cup,2,13,CAN,USA,Restart,4,5,HE,,HE: knock on
212,USA7s,32,Cup,2,14,USA,CAN,Scrum,11,11,HE,Scrum: knock on,HE: lost fwd in tackle
212,USA7s,32,Cup,2,15,CAN,USA,Scrum,5,4,Tackled to touch,Scrum: lost fwd in tackle,
212,USA7s,32,Cup,2,16,USA,CAN,Line out,12,15,HE,Line out: tackled to touch; Line out: quick,HE: knock on
212,USA7s,32,Cup,2,17,CAN,USA,Scrum,1,1,Tackled in goal,Scrum: knock on,
212,USA7s,32,Cup,2,18,USA,CAN,Scrum,15,15,Kicked to touch,Scrum: 5m,Kick: touch kick to end half
213,USA7s,33,Shield,1,1,BRA,POR,Restart,4,5,PEN,,PEN: bc not releasing
213,USA7s,33,Shield,1,2,POR,BRA,PK,11,15,TRY,PK: bc not releasing,
213,USA7s,33,Shield,1,3,BRA,POR,Restart,5,4,Tackled to touch,,
213,USA7s,33,Shield,1,4,POR,BRA,Line out,12,14,TRY,Line out: tackled to touch,TRY: converted
213,USA7s,33,Shield,1,5,BRA,POR,Restart,6,2,Intercepted,,
213,USA7s,33,Shield,1,6,POR,BRA,Intercept,14,14,PEN,,PEN: bc not releasing
213,USA7s,33,Shield,1,7,BRA,POR,PK,2,13,Intercepted,PK: bc not releasing,Intercept: offload
213,USA7s,33,Shield,1,8,POR,BRA,Intercept,3,9,HE,Intercept: off load,HE: knock on
213,USA7s,33,Shield,1,9,BRA,POR,Scrum,7,14,TRY,Scrum: knock on,TRY: converted
213,USA7s,33,Shield,2,10,BRA,POR,Restart,10,10,Intercepted,,Intercept: lost fwd in tackle
213,USA7s,33,Shield,2,11,POR,BRA,Intercept,4,4,Intercepted,Intercept: lost fwd in tackle,Intercept: offload
213,USA7s,33,Shield,2,12,BRA,POR,Intercept,12,15,TRY,Intercept: off load,
213,USA7s,33,Shield,2,13,POR,BRA,Restart,5,9,Intercepted,,
213,USA7s,33,Shield,2,14,BRA,POR,Intercept,7,12,Tackled to touch,,
213,USA7s,33,Shield,2,15,POR,BRA,Line out,4,4,Line out stolen,Line out: tackled to touch,
213,USA7s,33,Shield,2,16,BRA,POR,Line out steal,12,10,PEN,,PEN: bc not releasing
213,USA7s,33,Shield,2,17,POR,BRA,PK,6,14,Intercepted,PK: bc not releasing,
213,USA7s,33,Shield,2,18,BRA,POR,Intercept,2,7,PEN,,PEN: bc not releasing
213,USA7s,33,Shield,2,19,POR,BRA,PK,9,14,Intercepted,PK: bc not releasing,Intercept: pop from ground
213,USA7s,33,Shield,2,20,BRA,POR,Intercept,2,14,TRY,Intercept: pop from ground,TRY: converted
213,USA7s,33,Shield,2,21,POR,BRA,PK,6,14,TRY,PK: playing man with the ball on restart by kicking team,TRY: converted
213,USA7s,33,Shield,2,22,BRA,POR,Restart,5,8,Intercepted,,
213,USA7s,33,Shield,2,23,POR,BRA,Intercept,8,14,TRY,,TRY: converted
214,USA7s,34,Shield,1,1,WAL,JPN,Restart,6,14,TRY,,TRY: converted
214,USA7s,34,Shield,1,2,WAL,JPN,Scrum,11,14,TRY,Scrum: restart knocked by receiving team,TRY: converted
214,USA7s,34,Shield,1,3,JPN,WAL,Restart,6,10,Counter ruck,,
214,USA7s,34,Shield,1,4,WAL,JPN,Counter ruck,6,14,TRY,,TRY: converted
214,USA7s,34,Shield,1,5,JPN,WAL,Restart,5,14,TRY,,TRY: converted
214,USA7s,34,Shield,1,6,WAL,JPN,Restart,6,14,TRY,,TRY: converted
214,USA7s,34,Shield,2,7,JPN,WAL,Restart,6,5,Intercepted,,
214,USA7s,34,Shield,2,8,WAL,JPN,Intercept,11,14,TRY,,TRY: converted
214,USA7s,34,Shield,2,9,JPN,WAL,Restart,6,5,Intercepted,,
214,USA7s,34,Shield,2,10,WAL,JPN,Intercept,11,14,TRY,,TRY: converted
214,USA7s,34,Shield,2,11,JPN,WAL,PK,6,14,TRY,PK: playing man without the ball on restart by kicking team,TRY: converted
214,USA7s,34,Shield,2,12,WAL,JPN,Restart,5,9,Poached,,
214,USA7s,34,Shield,2,13,JPN,WAL,Poach,7,13,TRY,,
214,USA7s,34,Shield,2,14,JPN,WAL,Reclaim,11,14,TRY,,TRY: converted
214,USA7s,34,Shield,2,15,JPN,WAL,Reclaim,10,10,HE,,HE: fwd pass
214,USA7s,34,Shield,2,16,WAL,JPN,Scrum,6,6,Scrum stolen,Scrum: fwd pass,
214,USA7s,34,Shield,2,17,JPN,WAL,Scrum steal,10,11,Kick,,
214,USA7s,34,Shield,2,18,WAL,JPN,Kick,1,3,PEN,,PEN: bc not releasing
214,USA7s,34,Shield,2,19,JPN,WAL,PK,13,14,TRY,PK: bc not releasing,TRY: converted
214,USA7s,34,Shield,2,20,WAL,JPN,FK,8,13,TRY,FK: restart not 10 by kicking team,
215,USA7s,35,Bowl,1,1,KEN,SAM,Restart,6,7,HE,,HE: knock on
215,USA7s,35,Bowl,1,2,SAM,KEN,Scrum,9,14,Poached,Scrum: knock on,
215,USA7s,35,Bowl,1,3,KEN,SAM,Poach,2,13,TRY,,TRY: converted
215,USA7s,35,Bowl,1,4,SAM,KEN,Restart,5,8,HE,,HE: knock on
215,USA7s,35,Bowl,1,5,KEN,SAM,Scrum,8,8,Kicked to touch,Scrum: knock on,
215,USA7s,35,Bowl,1,6,SAM,KEN,Line out,3,13,TRY,,
215,USA7s,35,Bowl,1,7,KEN,SAM,Restart,6,9,PEN,,PEN: hands in ruck
215,USA7s,35,Bowl,1,8,SAM,KEN,PK,7,12,HE,PK: hands in ruck,HE: ball thrown to touch
215,USA7s,35,Bowl,2,9,SAM,KEN,FK,8,12,Poached,FK: ahead of kicker on restart by kicking team,
215,USA7s,35,Bowl,2,10,KEN,SAM,Poach,4,7,Intercepted,,Intercept: pop from ground
215,USA7s,35,Bowl,2,11,SAM,KEN,Intercept,9,8,Intercepted,Intercept: pop from ground,
215,USA7s,35,Bowl,2,12,KEN,SAM,Intercept,8,14,TRY,,TRY: converted
215,USA7s,35,Bowl,2,13,KEN,SAM,Reclaim,11,14,PEN,,PEN: bc not releasing
215,USA7s,35,Bowl,2,14,SAM,KEN,PK,2,5,Kick,PK: bc not releasing,
215,USA7s,35,Bowl,2,15,KEN,SAM,Kick,9,11,HE,,HE: knock on
215,USA7s,35,Bowl,2,16,SAM,KEN,Scrum,5,5,PEN,Scrum: knock on,PEN: diving over
215,USA7s,35,Bowl,2,17,KEN,SAM,PK,11,14,HE,PK: diving over,HE: knock on
215,USA7s,35,Bowl,2,18,SAM,KEN,Scrum,1,3,Tackled to touch,Scrum: knock on,
215,USA7s,35,Bowl,2,19,KEN,SAM,Line out,13,15,TRY,,
215,USA7s,35,Bowl,2,20,SAM,KEN,Restart,6,12,HE,,HE: fwd pass
215,USA7s,35,Bowl,2,21,KEN,SAM,Scrum,4,5,Kicked to touch,Scrum: fwd pass,Kick: touch kick to end half
216,USA7s,36,Bowl,1,1,SCO,ARG,Reclaim,12,13,TRY,,
216,USA7s,36,Bowl,1,2,ARG,SCO,Restart,4,5,PEN,,PEN: bc not releasing
216,USA7s,36,Bowl,1,3,SCO,ARG,PK,11,10,Kick,PK: bc not releasing,
216,USA7s,36,Bowl,1,4,ARG,SCO,Kick,3,2,Kicked to touch,,
216,USA7s,36,Bowl,1,5,SCO,ARG,Line out,7,9,Intercepted,Line out: touch kick,Intercept: offload
216,USA7s,36,Bowl,1,6,ARG,SCO,Intercept,7,13,HE,Intercept: off load,HE: knock on
216,USA7s,36,Bowl,1,7,SCO,ARG,Scrum,3,2,Tackled in goal,Scrum: knock on,
216,USA7s,36,Bowl,1,8,ARG,SCO,Scrum,14,14,TRY,Scrum: 5m,TRY: converted
216,USA7s,36,Bowl,1,9,SCO,ARG,FK,8,10,Intercepted,FK: ahead of kicker on restart by kicking team,Intercept: pop from ground
216,USA7s,36,Bowl,1,10,ARG,SCO,Intercept,6,11,Kick,Intercept: pop from ground,Kick: kicked through goal
216,USA7s,36,Bowl,2,11,SCO,ARG,Line out,1,2,Kick,Line out: restart lost to touch by kicking team,
216,USA7s,36,Bowl,2,12,ARG,SCO,Kick,11,13,Line out infraction,,Line out: not straight
216,USA7s,36,Bowl,2,13,SCO,ARG,Scrum,3,15,TRY,Scrum: line out not straight,TRY: converted
216,USA7s,36,Bowl,2,14,SCO,ARG,Reclaim,12,14,TRY,,TRY: converted
216,USA7s,36,Bowl,2,15,ARG,SCO,FK,8,14,TRY,FK: restart direct to touch by kicking team,TRY: converted
216,USA7s,36,Bowl,2,16,SCO,ARG,Restart,4,5,Poached,,
216,USA7s,36,Bowl,2,17,ARG,SCO,Poach,11,14,HE,,HE: knock on
216,USA7s,36,Bowl,2,18,SCO,ARG,Scrum,2,4,Intercepted,Scrum: knock on,Intercept: pop from ground
216,USA7s,36,Bowl,2,19,ARG,SCO,Intercept,12,14,TRY,Intercept: pop from ground,TRY: converted
217,USA7s,37,Plate,1,1,ENG,FRA,Scrum,12,14,TRY,Scrum: restart knocked by receiving team,TRY: converted
217,USA7s,37,Plate,1,2,FRA,ENG,Restart,4,13,PEN,,PEN: bc not releasing
217,USA7s,37,Plate,1,3,ENG,FRA,PK,3,6,Line out stolen,PK: bc not releasing,
217,USA7s,37,Plate,1,4,FRA,ENG,Line out steal,10,13,TRY,,
217,USA7s,37,Plate,1,5,ENG,FRA,Restart,6,12,Tackled to touch,,
217,USA7s,37,Plate,1,6,FRA,ENG,Line out,4,4,PEN,Line out: tackled to touch,PEN: bc not releasing
217,USA7s,37,Plate,1,7,ENG,FRA,PK,12,15,TRY,PK: bc not releasing,
217,USA7s,37,Plate,2,8,ENG,FRA,PK,6,14,TRY,PK: playing man without the ball on restart by kicking team,TRY: converted
217,USA7s,37,Plate,2,9,FRA,ENG,Restart,4,6,Poached,,
217,USA7s,37,Plate,2,10,ENG,FRA,Poach,10,14,HE,,HE: knock on
217,USA7s,37,Plate,2,11,FRA,ENG,Scrum,2,3,Kick,Scrum: knock on,
217,USA7s,37,Plate,2,12,ENG,FRA,Kick,8,12,Kicked to touch,,
217,USA7s,37,Plate,2,13,FRA,ENG,Line out,1,8,PEN,Line out: touch kick,PEN: hands in ruck
217,USA7s,37,Plate,2,14,ENG,FRA,PK,8,14,TRY,PK: hands in ruck,TRY: converted
218,USA7s,38,Plate,1,1,AUS,CAN,Scrum,14,13,TRY,Scrum: restart knocked by receiving team,
218,USA7s,38,Plate,1,2,AUS,CAN,Reclaim,12,13,TRY,,
218,USA7s,38,Plate,1,3,AUS,CAN,Reclaim,8,9,Poached,,
218,USA7s,38,Plate,1,4,CAN,AUS,Poach,7,7,HE,,HE: ball thrown to touch
218,USA7s,38,Plate,1,5,AUS,CAN,Line out,9,13,PEN,Line out: lost to touch,PEN: playing man without the ball
218,USA7s,38,Plate,1,6,CAN,AUS,PK,3,10,PEN,PK: playing man without the ball,PEN: bc not releasing
218,USA7s,38,Plate,1,7,AUS,CAN,PK,6,13,TRY,PK: bc not releasing,TRY: converted
218,USA7s,38,Plate,2,8,CAN,AUS,Scrum,14,14,Poached,Scrum: restart knocked by receiving team,
218,USA7s,38,Plate,2,9,AUS,CAN,Poach,2,12,HE,,HE: knock on
218,USA7s,38,Plate,2,10,CAN,AUS,Scrum,4,7,PEN,Scrum: knock on,PEN: playing ball on ground
218,USA7s,38,Plate,2,11,AUS,CAN,PK,9,9,Kick,PK: playing ball on ground,Kick: touch kick missed
218,USA7s,38,Plate,2,12,CAN,AUS,Kick,1,9,HE,,HE: ball thrown to touch
218,USA7s,38,Plate,2,13,AUS,CAN,Line out,7,7,Line out stolen,Line out: lost to touch,
218,USA7s,38,Plate,2,14,CAN,AUS,Line out steal,9,7,Tackled to touch,,
218,USA7s,38,Plate,2,15,AUS,CAN,Line out,9,9,Line out infraction,,Line out: bc tackled to touch
218,USA7s,38,Plate,2,16,CAN,AUS,FK,7,13,PEN,FK: line out infraction,PEN: bc not releasing
218,USA7s,38,Plate,2,17,AUS,CAN,PK,3,8,PEN,PK: bc not releasing,PEN: playing ball on ground
218,USA7s,38,Plate,2,18,CAN,AUS,PK,8,12,PEN,PK: playing ball on ground,PEN: bc not releasing
218,USA7s,38,Plate,2,19,AUS,CAN,PK,4,4,Kicked to touch,,Kick: touch kick to end half
219,USA7s,39,Cup,1,1,RSA,FIJ,Reclaim,12,15,Intercepted,,Intercept: lost fwd in tackle
219,USA7s,39,Cup,1,2,FIJ,RSA,Intercept,1,2,Kick,Intercept: lost fwd in tackle,
219,USA7s,39,Cup,1,3,RSA,FIJ,Kick,4,12,HE,,HE: fwd pass
219,USA7s,39,Cup,1,4,FIJ,RSA,Scrum,4,14,TRY,Scrum: fwd pass,TRY: converted
219,USA7s,39,Cup,1,5,RSA,FIJ,Restart,5,10,Intercepted,,
219,USA7s,39,Cup,1,6,FIJ,RSA,Intercept,6,15,TRY,,
219,USA7s,39,Cup,1,7,FIJ,RSA,Reclaim,11,11,Kick,,
219,USA7s,39,Cup,1,8,RSA,FIJ,Kick,2,8,PEN,,PEN: offside
219,USA7s,39,Cup,1,9,FIJ,RSA,PK,8,13,TRY,PK: offside,TRY: converted
219,USA7s,39,Cup,2,10,FIJ,RSA,Reclaim,11,13,TRY,,
219,USA7s,39,Cup,2,11,RSA,FIJ,Restart,3,13,TRY,,TRY: converted
219,USA7s,39,Cup,2,12,FIJ,RSA,Restart,4,7,PEN,,PEN: bc not releasing
219,USA7s,39,Cup,2,13,RSA,FIJ,PK,9,12,Intercepted,PK: bc not releasing,Intercept: lost fwd in tackle
219,USA7s,39,Cup,2,14,FIJ,RSA,Intercept,4,15,Intercepted,Intercept: lost fwd in tackle,
219,USA7s,39,Cup,2,15,RSA,FIJ,Intercept,1,2,HE,,HE: fwd pass
219,USA7s,39,Cup,2,16,FIJ,RSA,Scrum,14,14,PEN,Scrum: fwd pass,PEN: bc not releasing
219,USA7s,39,Cup,2,17,RSA,FIJ,PK,2,14,TRY,PK: bc not releasing,
219,USA7s,39,Cup,2,18,RSA,FIJ,Reclaim,12,15,TRY,,TRY: converted
219,USA7s,39,Cup,2,19,FIJ,RSA,Restart,4,7,Tackled to touch,,
220,USA7s,40,Cup,1,1,USA,NZL,Restart,3,14,TRY,,TRY: converted
220,USA7s,40,Cup,1,2,NZL,USA,Restart,5,14,TRY,,TRY: converted
220,USA7s,40,Cup,1,3,USA,NZL,Restart,3,7,HE,,HE: knock on
220,USA7s,40,Cup,1,4,NZL,USA,Scrum,9,13,TRY,Scrum: knock on,TRY: converted
220,USA7s,40,Cup,1,5,USA,NZL,Restart,4,4,Poached,,
220,USA7s,40,Cup,1,6,NZL,USA,Poach,12,15,TRY,,TRY: converted
220,USA7s,40,Cup,2,7,NZL,USA,Restart,5,5,HE,,HE: knock on
220,USA7s,40,Cup,2,8,USA,NZL,Scrum,11,15,HE,Scrum: knock on,HE: knock on
220,USA7s,40,Cup,2,9,NZL,USA,Scrum,1,1,Kicked to touch,Scrum: knock on,
220,USA7s,40,Cup,2,10,USA,NZL,Line out,12,12,Line out stolen,Line out: touch kick,
220,USA7s,40,Cup,2,11,NZL,USA,Line out steal,4,10,Tackled to touch,,
220,USA7s,40,Cup,2,12,USA,NZL,Line out,6,15,TRY,Line out: tackled to touch,
220,USA7s,40,Cup,2,13,NZL,USA,Restart,1,15,TRY,,
220,USA7s,40,Cup,2,14,USA,NZL,Restart,2,4,Intercepted,,
220,USA7s,40,Cup,2,15,NZL,USA,Intercept,12,9,Tackled to touch,,
221,USA7s,41,Shield,1,1,WAL,POR,Restart,5,4,Intercepted,,
221,USA7s,41,Shield,1,2,POR,WAL,Intercept,12,15,HE,,HE: fwd pass
221,USA7s,41,Shield,1,3,WAL,POR,Scrum,1,1,Kick,Scrum: fwd pass,
221,USA7s,41,Shield,1,4,POR,WAL,Kick,7,1,Poached,,Poach: standing tackle
221,USA7s,41,Shield,1,5,WAL,POR,Poach,15,14,HE,Poach: standing tackle,HE: knock on
221,USA7s,41,Shield,1,6,POR,WAL,Scrum,2,2,Tackled in goal,Scrum: knock on,
221,USA7s,41,Shield,1,7,WAL,POR,Scrum,14,15,Intercepted,Scrum: 5m,Intercept: pop from ground
221,USA7s,41,Shield,1,8,POR,WAL,Intercept,1,13,TRY,Intercept: pop from ground,
221,USA7s,41,Shield,1,9,POR,WAL,Reclaim,9,14,TRY,,TRY: converted
221,USA7s,41,Shield,2,10,POR,WAL,Restart,1,14,TRY,,TRY: converted
221,USA7s,41,Shield,2,11,WAL,POR,Restart,6,5,HE,,HE: knock on
221,USA7s,41,Shield,2,12,POR,WAL,Scrum,11,8,PEN,Scrum: knock on,PEN: offside
221,USA7s,41,Shield,2,13,WAL,POR,PK,8,15,TRY,PK: offside,TRY: converted
221,USA7s,41,Shield,2,14,WAL,POR,PK,10,15,TRY,PK: knocked to teammate on restart by receiving team,
221,USA7s,41,Shield,2,15,POR,WAL,Scrum,8,8,PEN,Scrum: restart knocked by kicking team,PEN: wheeling the scrum
221,USA7s,41,Shield,2,16,WAL,POR,PK,8,9,Intercepted,PK: wheeling the scrum,
221,USA7s,41,Shield,2,17,POR,WAL,Intercept,7,10,Intercepted,,Intercept: offload
221,USA7s,41,Shield,2,18,WAL,POR,Intercept,6,6,Tackled to touch,Intercept: off load,
221,USA7s,41,Shield,2,19,POR,WAL,Line out,10,7,HE,Line out: tackled to touch,HE: knock on
222,USA7s,42,Bowl,1,1,KEN,ARG,Reclaim,10,10,HE,,HE: fwd pass
222,USA7s,42,Bowl,1,2,ARG,KEN,Scrum,6,10,PEN,Scrum: fwd pass,PEN: diving over
222,USA7s,42,Bowl,1,3,KEN,ARG,PK,6,14,TRY,PK: diving over,TRY: converted
222,USA7s,42,Bowl,1,4,ARG,KEN,Restart,2,7,Intercepted,,Intercept: lost fwd in tackle
222,USA7s,42,Bowl,1,5,KEN,ARG,Intercept,6,8,Intercepted,Intercept: lost fwd in tackle,
222,USA7s,42,Bowl,1,6,ARG,KEN,Intercept,8,14,TRY,,TRY: converted
222,USA7s,42,Bowl,1,7,KEN,ARG,Scrum,6,6,Scrum stolen,Scrum: restart knocked by kicking team,
222,USA7s,42,Bowl,1,8,ARG,KEN,Scrum steal,12,12,Poached,,
222,USA7s,42,Bowl,1,9,KEN,ARG,Poach,4,8,Kick,,
222,USA7s,42,Bowl,1,10,ARG,KEN,Kick,2,2,Kicked to touch,,Kick: touch kick to end half
222,USA7s,42,Bowl,2,11,KEN,ARG,Restart,6,14,TRY,,
222,USA7s,42,Bowl,2,12,KEN,ARG,Reclaim,11,15,TRY,,TRY: converted
222,USA7s,42,Bowl,2,13,KEN,ARG,Reclaim,11,13,TRY,,
222,USA7s,42,Bowl,2,14,KEN,ARG,Reclaim,11,7,Kick,,
222,USA7s,42,Bowl,2,15,ARG,KEN,Kick,2,14,TRY,,TRY: converted
222,USA7s,42,Bowl,2,16,KEN,ARG,Restart,6,2,Kick,,
222,USA7s,42,Bowl,2,17,ARG,KEN,Kick,8,14,TRY,,TRY: converted
223,USA7s,43,Plate,1,1,ENG,AUS,Restart,1,2,Kicked to touch,,
223,USA7s,43,Plate,1,2,AUS,ENG,Line out,7,14,TRY,Line out: touch kick,TRY: converted
223,USA7s,43,Plate,1,3,ENG,AUS,FK,8,11,HE,FK: restart not 10 by kicking team,HE: lost fwd in tackle
223,USA7s,43,Plate,1,4,AUS,ENG,Scrum,5,15,TRY,Scrum: lost fwd in tackle,TRY: converted
223,USA7s,43,Plate,1,5,AUS,ENG,Reclaim,12,14,TRY,,TRY: converted
223,USA7s,43,Plate,1,6,ENG,AUS,Restart,1,14,TRY,,TRY: converted
223,USA7s,43,Plate,2,7,AUS,ENG,Restart,4,7,Counter ruck,,
223,USA7s,43,Plate,2,8,ENG,AUS,Counter ruck,9,9,PEN,,PEN: bc not releasing
223,USA7s,43,Plate,2,9,AUS,ENG,PK,7,7,Kick,PK: bc not releasing,Kick: touch kick missed
223,USA7s,43,Plate,2,10,ENG,AUS,Kick,3,13,TRY,,TRY: converted
223,USA7s,43,Plate,2,11,AUS,ENG,FK,8,14,PEN,FK: restart not 10 by kicking team,PEN: bc not releasing
223,USA7s,43,Plate,2,12,ENG,AUS,PK,2,6,HE,PK: bc not releasing,HE: knock on
223,USA7s,43,Plate,2,13,AUS,ENG,Scrum,10,13,PEN,Scrum: knock on,PEN: diving over
223,USA7s,43,Plate,2,14,ENG,AUS,PK,3,10,Counter ruck,PK: diving over,
223,USA7s,43,Plate,2,15,AUS,ENG,Counter ruck,6,9,Kicked to touch,,Kick: touch kick to end half
224,USA7s,44,Cup,1,1,USA,RSA,Restart,4,4,Poached,,Poach: standing tackle
224,USA7s,44,Cup,1,2,RSA,USA,Poach,12,15,TRY,Poach: standing tackle,
224,USA7s,44,Cup,1,3,USA,RSA,Restart,4,12,PEN,,PEN: bc not releasing
224,USA7s,44,Cup,1,4,RSA,USA,PK,4,14,TRY,PK: bc not releasing,TRY: converted
224,USA7s,44,Cup,1,5,USA,RSA,Restart,1,9,Line out stolen,Line out: touch kick,
224,USA7s,44,Cup,1,6,RSA,USA,Line out steal,7,14,TRY,,TRY: converted
224,USA7s,44,Cup,1,7,USA,RSA,Restart,1,9,Intercepted,,Intercept: offload
224,USA7s,44,Cup,1,8,RSA,USA,Intercept,7,10,HE,Intercept: off load,HE: knock on
224,USA7s,44,Cup,1,9,USA,RSA,Scrum,6,6,Scrum stolen,Scrum: knock on,
224,USA7s,44,Cup,1,10,RSA,USA,Scrum steal,10,8,HE,,HE: knock on
224,USA7s,44,Cup,2,11,RSA,USA,FK,8,10,Poached,FK: restart direct to touch by kicking team,
224,USA7s,44,Cup,2,12,USA,RSA,Poach,6,10,HE,,HE: knock on
224,USA7s,44,Cup,2,13,RSA,USA,Scrum,6,15,PEN,Scrum: knock on,PEN: bc not releasing
224,USA7s,44,Cup,2,14,USA,RSA,PK,1,2,Kick,PK: diving over,
224,USA7s,44,Cup,2,15,RSA,USA,Kick,4,6,Poached,,
224,USA7s,44,Cup,2,16,USA,RSA,Poach,6,7,Intercepted,,
224,USA7s,44,Cup,2,17,RSA,USA,Intercept,9,15,TRY,,
224,USA7s,44,Cup,2,18,USA,RSA,Restart,4,5,PEN,,PEN: diving over
224,USA7s,44,Cup,2,19,RSA,USA,PK,11,14,TRY,PK: diving over,TRY: converted
225,USA7s,45,Cup,1,1,FIJ,NZL,Line out,4,4,Line out infraction,Line out: restart lost to touch by kicking team,
225,USA7s,45,Cup,1,2,NZL,FIJ,Scrum,12,15,Kicked to touch,Scrum: line out not straight,
225,USA7s,45,Cup,1,3,FIJ,NZL,Line out,1,1,HE,Line out: touch kick,HE: knock on
225,USA7s,45,Cup,1,4,NZL,FIJ,Scrum,15,12,HE,Scrum: knock on,HE: knock on
225,USA7s,45,Cup,1,5,FIJ,NZL,Scrum,4,14,TRY,Scrum: knock on,TRY: converted
225,USA7s,45,Cup,1,6,NZL,FIJ,Restart,2,3,Tackled in goal,,
225,USA7s,45,Cup,1,7,FIJ,NZL,Scrum,13,14,TRY,Scrum: 5m,TRY: converted
225,USA7s,45,Cup,1,8,FIJ,NZL,Reclaim,11,13,Intercepted,,Intercept: offload
225,USA7s,45,Cup,1,9,NZL,FIJ,Intercept,3,3,Kick,Intercept: off load,
225,USA7s,45,Cup,1,10,FIJ,NZL,Kick,10,10,Tackled to touch,,
225,USA7s,45,Cup,1,11,NZL,FIJ,Line out,6,8,Maul,Line out: tackled to touch,Maul: held up
225,USA7s,45,Cup,1,12,FIJ,NZL,Scrum,8,11,Kick,Scrum: maul held up,
225,USA7s,45,Cup,1,13,NZL,FIJ,Kick,2,2,Kick,,
225,USA7s,45,Cup,1,14,FIJ,NZL,Kick,10,15,Intercepted,,Intercept: offload
225,USA7s,45,Cup,1,15,NZL,FIJ,Intercept,1,1,PEN,Intercept: off load,PEN: bc not releasing
225,USA7s,45,Cup,1,16,FIJ,NZL,PK,15,13,TRY,,TRY: converted
225,USA7s,45,Cup,1,17,NZL,FIJ,FK,8,11,PEN,FK: restart direct to touch by kicking team,PEN: bc not releasing
225,USA7s,45,Cup,1,18,FIJ,NZL,PK,5,6,Kicked to touch,PK: bc not releasing,
225,USA7s,45,Cup,2,19,NZL,FIJ,Restart,5,5,Poached,,
225,USA7s,45,Cup,2,20,FIJ,NZL,Poach,11,14,TRY,,TRY: converted
225,USA7s,45,Cup,2,21,NZL,FIJ,Restart,5,15,TRY,,
225,USA7s,45,Cup,2,22,NZL,FIJ,Reclaim,12,14,Poached,,
225,USA7s,45,Cup,2,23,FIJ,NZL,Poach,2,13,TRY,,TRY: converted
225,USA7s,45,Cup,2,24,NZL,FIJ,Restart,3,14,TRY,,TRY: converted
225,USA7s,45,Cup,2,25,NZL,FIJ,Reclaim,11,14,TRY,,TRY: converted
